name,hard_coded_name,normed_name,oid,name_1,oid_1,name_2,oid_2,name_3,oid_3,name_4,oid_4,name_5,oid_5,name_6,oid_6,name_7,oid_7,name_8,oid_8,name_9,oid_9,name_10,oid_10,name_11,oid_11,name_12,oid_12,name_13,oid_13,name_14,oid_14,name_15,oid_15,name_16,oid_16,name_17,oid_17,name_18,oid_18,name_19,oid_19,name_20,oid_20,name_21,oid_21,name_22,oid_22,name_23,oid_23,name_24,oid_24,name_25,oid_25,name_26,oid_26,name_27,oid_27
Santa Paula Elementary School District,,santa paula elementary school district,858,Santa Paula Elementary School District,114015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Rosa City Employees Association,,santa rosa city employees association,1159,Santa Rosa City Employees Association,111277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Rosa City Schools,,santa rosa city schools,519,Santa Rosa City Schools,109381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Ynez Band Of Chumash Indians,,santa ynez band of chumash indians,512,Santa Ynez Band Of Chumash Indians,110504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Ynez Valley Cottage Hospital,,santa ynez valley cottage hospital,98666,Santa Ynez  Valley Cottage Hospital,104410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP America,,sap america,41113,"Sap America, Inc.",122398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sap Public Services, Inc",,sap public services,1425,Sap Public Services Inc,108954,Sap Public Services Inc,113301.0,"Sap Public Services, Inc.",117888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saratoga Performing Arts Center, Inc.",,saratoga performing arts center,118878,Saratoga Performing Arts Center,123448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sas Institute, Inc.",,sas institute,1880,Sas Institute,121814,Sas Institute Inc,108772.0,Sas Institute Inc.,114560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satellite Broadcasting And Communications Association,,satellite broadcasting and communications association,3585,Satellite Broadcasting And Communications Association,111936,Satellite Broadcasting And Communications Association,109367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satellite Tracking Of People LLC,,satellite tracking of people,2276,Satellite Tracking Of People LLC,109102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saugus Union School District,,saugus union school district,859,Saugus Union School District,114014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save the Redwoods League,,save the redwoods league,6322,Save The Redwoods League,110191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savemart Supermarkets,,savemart supermarkets,2728,Savemart Supermarkets,111152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawstop LLC,,sawstop,2961,Sawstop LLC,112845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sbe Restaurant Group, LLC",,sbe restaurant group,4800,Sbe Restaurant Group LLC,110661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Johnson  Son,,sc johnson son,108358,SC Johnson  Son,111156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sca Hygiene Products,,sca hygiene products,2383,Sca Hygiene Products,113409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sca Tissue North America, LLC",,sca tissue north america,116336,Sca Tissue North America,118381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Health Plan,,scan health plan,1350,Scan Health Plan,111090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenic Hudson,,scenic hudson,28676,"Scenic Hudson, Inc.",116469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schering Corporation,,schering corporation,13938,Schering Corporation,107606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScheringPlough External Affairs Inc,,scheringplough external affairs,107519,ScheringPlough External Affairs,114115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schindler Elevator Corporation,,schindler elevator corporation,5578,Schindler Elevator Corporation,109013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schlumberger,,schlumberger,396,Schlumberger,114186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schneider National, Inc.",,schneider national,4174,Schneider National Inc,111428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnitzer Steel Industries,,schnitzer steel industries,32137,Schnitzer Steel Industries Inc,114507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnitzer Steel Products Company,,schnitzer steel products company,596,Schnitzer Steel Products Company,114112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scholastic,,scholastic,2977,Scholastic,112838,Scholastic Inc.,115799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Bus Contractors Coalition, Inc.",,school bus contractors coalition,117985,School Bus Contractor's Coalition,118885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Employers Association Of California,,school employers association of california,2368,School Employers Association Of California,110355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Energy Coalition,,school energy coalition,4128,School Energy Coalition,108587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Facility Manufacturers' Association,,school facility manufacturers association,860,School Facility Manufacturers Association,108586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School for Integrated Academics and Technologies,,school for integrated academics and technologies,28879,The School for Integrated Academics and Technologies,104299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Innovations And Achievement,,school innovations and achievement,4727,School Innovations And Achievement,110591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Transportation Coalition,,school transportation coalition,3657,School Transportation Coalition,108479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools For Sound Finance,,schools for sound finance,520,Schools For Sound Finance,109382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schroder Investment Management North America Inc.,,schroder investment management north america,4000,Schroder Investment Management North America Inc,107790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sci California Funeral Services,,sci california funeral services,2805,Sci California Funeral Services,111153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scientific Games International, Inc.",,scientific games international,1036,Scientific Games International,120615,Scientific Games International Inc,110034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoot Networks,,scoot networks,4930,Scoot Networks,109366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotts Valley Unified School District,,scotts valley unified school district,2177,Scotts Valley Unified School District,111166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scpie Companies, The",,scpie companies,797,Scpie Companies The,113375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screen Actors Guild,,screen actors guild,1314,Screen Actors Guild,111949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripps Health,,scripps health,2925,Scripps Health,110342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SD3, LLC",,sd3,4238,Sd3 LLC,111382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sds Investments LLC,,sds investments,118941,"Sds Investments, LLC",120193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seacliff Beach Colony Homeowner'S Association,,seacliff beach colony homeowners association,3637,Seacliff Beach Colony HomeownerS Association,111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy, Inc.",,sealy,1031,Sealy Inc,113963,"Sealy, INC",123222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sears Holding Corporation,,sears holding corporation,4122,Sears Holding Corporation,110747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sears Holdings Corporation,,sears holdings corporation,18642,Sears Holdings Corporation,110231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaside Redevelopment Agency,,seaside redevelopment agency,2884,Seaside Redevelopment Agency,112908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondmarket, Inc.",,secondmarket,3940,Secondmarket Inc,111608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secor Asset Management, LP",,secor asset management,28814,Secor Asset Management LP,108282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secular Coalition for California,,secular coalition for california,7336,The Secular Coalition for California,102816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securewatch 24,,securewatch 24,119938,Securewatch 24 LLC,120927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securities Industry And Financial Markets Association,,securities industry and financial markets association,14915,Securities Industry And Financial Markets Association,109466,Securities Industry And Financial Markets Association,108745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securities Industry Association,,securities industry association,417,Securities Industry Association,113398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securus Technologies,,securus technologies,116929,"Securus Technologies, Inc.",119889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segulah Management Iv Limited,,segulah management iv,4428,Segulah Management Iv Limited,111265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Segway, LLC",,segway,1890,Segway Inc,112949,Segway Inc.,14441.0,Segway LLC,113634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seiden & Schein, P.c",,"seiden & schein, pc",117645,"Seiden & Schein, P.c.",123817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seismic Warning Systems, Inc.",,seismic warning systems,4811,Seismic Warning Systems Inc,108726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seix Investment Advisors LLC,,seix investment advisors,4338,Seix Investment Advisors LLC,107890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self Storage Association,,self storage association,4243,"Self Storage Association, Inc.",115939,Self Storage Association,111380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selfhelp Community Services, Inc.",,selfhelp community services,115043,Selfhelp Community Services INC,121617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selma Disposal & Recycling LLC,,selma disposal & recycling,49945,Selma Disposal & Recycling,95359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selma Unified School District,,selma unified school district,2332,Selma Unified School District,111375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semitropic Water Storage District,,semitropic water storage district,5583,Semitropic Water Storage District,108640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy Utilities,,sempra energy utilities,95017,The Sempra Energy Utilities,106831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seneca One Finance, Inc",,seneca one finance,4645,Seneca One Finance Inc,110806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENER Engineering & Systems Inc.,,sener engineering & systems,96264,"SENER Engineering & Systems, Inc.",103343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sensys Networks, Inc.",,sensys networks,3439,Sensys Networks Inc,109538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sentinel Energy Center, LLC",,sentinel energy center,19410,Sentinel Energy Center LLC,108704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentinel Offender Services Inc.,,sentinel offender services,2508,Sentinel Offender Services Inc,109742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sephardic Heritage Museum, Inc.",,sephardic heritage museum,119080,Sephardic Heritage Museum,119231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sepracor, Inc.",,sepracor,2699,Sepracor,119015,Sepracor Inc,112194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequoia Community College District,,sequoia community college district,1086,Sequoia Community College District,113939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sequoia Voting Systems, INC",,sequoia voting systems,119088,"Sequoia Voting Systems, Inc.",120236,Sequoia Voting Systems,121235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serene Lakes Property Owners Association,,serene lakes property owners association,3007,Serene Lakes Property Owners Association,112819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serengeti Asset Management LP,,serengeti asset management,4779,Serengeti Asset Management LP,108047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serono, Inc.",,serono,2561,Serono Inc,113168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Disabled Veteran Owned Small Businesses  Network,,service disabled veteran owned small businesses network,101784,Service Disabled Veteran Owned Small Businesses Network,102544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Employees International Union,,service employees international union,5886,The Service Employees International Union,94540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Employees International Union Local 1877,,service employees international union local 1877,4003,Service Employees International Union Local 1877,111536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Service Employees International Union, Local 1000",,"service employees international union, local 1000",2219,"The Service Employees International Union, Local 1000",103942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services & Advocacy For Gay, Lesbian, Bisexual & Transgender Elders, Inc.",,"services & advocacy for gay, lesbian, bisexual & transgender elders",116766,"Services & Advocacy For Gay, Lesbian, Bisexual & Transgender Elders",120831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Services Employees International Union  California,,services employees international union california,95184,Services Employees International Union California,99949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Funding LLC,,settlement funding,2306,Settlement Funding LLC,111871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Ten Holdings LLC,,seven ten holdings,27576,Seven Ten Holdings LLC,108728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seventh Generation, Inc.",,seventh generation,19271,Seventh Generation Inc,108899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sg Americas Securities LLC,,sg americas securities,4461,Sg Americas Securities LLC,107944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sgi,,sgi,271,Sgi,114237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sgs Testcom,,sgs testcom,117990,Sgs Testcom Inc.,121731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shamrock Materials, LLC",,shamrock materials,119583,Shamrock Materials LLC,121270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Government Relations,,shannon government relations,4676,Shannon Government Relations,109415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shapell Industries Inc.,,shapell industries,78,Shapell Industries Inc,113906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shapell Industriesinc.,,shapell industriesinc,14518,Shapell Industriesinc,112450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp Health Plan,,sharp health plan,4604,Sharp Health Plan,110484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharps Compliance, Inc.",,sharps compliance,4094,Sharps Compliance Inc,109537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaw  Yoder  Antwih Inc,,shaw yoder antwih,109377,Shaw Yoder  Antwih,110913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaw Industries Group, Inc.",,shaw industries group,3533,Shaw Industries Group Inc,109293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shea Homes,,shea homes,287,Shea Homes,112350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shell Oil Company,,shell oil company,2546,Shell Oil Company,113183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shell Oil Products U.S.,,shell oil products us,1995,Shell Oil Products US,107585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shell Oil ProductsShell Oil Company  Affiliated Entities,,shell oil productsshell oil company affiliated entities,107695,Shell Oil ProductsShell Oil Company  Affiliated Entities,112084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelter LLP,,shelter,70020,"Shelter, Inc.",96375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelter Partnership, Inc.",,shelter partnership,96374,Shelter Partnership,98292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd Of The Hills Church,,shepherd of the hills church,2850,Shepherd Of The Hills Church,112933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SherwinWilliams Company The,,sherwinwilliams company,109839,The SherwinWilliams Company,113152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield Health Care,,shield health care,426,Shield Health Care,113366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimano American Corporation,,shimano american corporation,2824,Shimano American Corporation,112946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shingle Springs Band Of Miwok Indians,,shingle springs band of miwok indians,1315,Shingle Springs Band Of Miwok Indians,109759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shire,,shire,18600,Shire,110338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shire Human Genetic Therapies,,shire human genetic therapies,2514,Shire Human Genetic Therapies,113213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shire Plc,,shire plc,30167,Shire Plc,108749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shire Regenerative Medicine, Inc.",,shire regenerative medicine,17598,Shire Regenerative Medicine,123724,Shire Regenerative Medicine Inc,111134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorenstein Properties LLC,,shorenstein properties,5499,Shorenstein Properties LLC,108991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorezone Property Owners Association Inc.,,shorezone property owners association,3676,Shorezone Property Owners Association Inc,112042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Show Media New York, LLC",,show media new york,122040,Show Media New York,123366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shriners Hospital For Children,,shriners hospital for children,3746,Shriners Hospital For Children,111420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shubert Organization, Inc.",,shubert organization,118952,"The Shubert Organization, Inc.",122876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Si Tv, Inc.",,si tv,3163,Si Tv Inc,111625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sia Tech Inc.,,sia tech,15355,SIA Tech,98366,Sia Tech Inc,112621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIATech,,siatech,11139,Siatech Inc,107715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicpa Product Security,,sicpa product security,1000,Sicpa Product Security,108789,"Sicpa Product Security, LLC",119801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidecar Technologies Inc.,,sidecar technologies,17783,Sidecar Technologies Inc,110938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siemens Corporation,,siemens corporation,1115,Siemens Corporation,109211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Adoption Services,,sierra adoption services,1522,Sierra Adoption Services,111588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Business Council,,sierra business council,6232,Sierra Business Council,108768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Club,,sierra club,1333,Sierra Club,107347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Forever Families ,,sierra forever families,17678,Sierra Forever Families,94602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Grain Terminal LLC,,sierra grain terminal,177,Sierra Grain Terminal LLC,114267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Hotel Group,,sierra hotel group,4771,Sierra Hotel Group,110687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Pacific Power Company,,sierra pacific power company,3898,Sierra Pacific Power Company,111670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Sands Unified School District,,sierra sands unified school district,2248,Sierra Sands Unified School District,110716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Signature Homes, Inc.",,signature homes,4670,Signature Homes Inc,110766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikh Coalition,,sikh coalition,29195,"Sikh Coalition, Inc.",121553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Valley Community Foundation,,silicon valley community foundation,4661,Silicon Valley Community Foundation,109128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Valley Leadership Group,,silicon valley leadership group,5395,Silicon Valley Leadership Group,109846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Valley Manufacturing Group,,silicon valley manufacturing group,1651,Silicon Valley Manufacturing Group,113390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Creek Advisory Partners LLC,,silver creek advisory partners,4368,Silver Creek Advisory Partners LLC,107895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver Lake Technology Management, L.L.C.",,silver lake technology management,4005,Silver Lake Technology Management LLC,107791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silverado Stages,,silverado stages,106199,"Silverado Stages, Inc.",107248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silveradopower,,silveradopower,4034,Silveradopower,111514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silverite Construction Co., Inc.",,silverite construction,116902,Silverite Construction,118586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simbol Mining,,simbol mining,3509,Simbol Mining,112059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
